WKT,name,description
"POLYGON ((110.01848 -7.8917086, 110.1338364 -7.9433962, 110.1832749 -7.9869176, 110.3343369 -8.0222753, 110.3508164 -8.0603493, 110.6474472 -8.1718313, 110.740831 -8.2044543, 110.806749 -8.2098912, 110.8369614 -8.1962988, 110.8232285 -8.1500811, 110.7902695 -8.1555188, 110.7765366 -8.0875429, 110.7573105 -8.0413127, 110.7682968 -7.9678776, 110.7847763 -7.8672228, 110.7792832 -7.8236888, 110.7325913 -7.8019201, 110.6858994 -7.7937566, 110.6309677 -7.8019201, 110.5842759 -7.7964778, 110.5650498 -7.7883141, 110.5320908 -7.7964778, 110.4963852 -7.7638222, 110.4414536 -7.5460539, 110.3892685 -7.5950614, 110.2711655 -7.7012252, 110.2519394 -7.6522298, 110.1448227 -7.6440634, 110.1146103 -7.6658402, 110.1393296 -7.6957816, 110.1228501 -7.7583793, 110.0651718 -7.8128046, 110.01848 -7.8917086))",DIY Yogyakarta,
