WKT,name,description
"POLYGON ((106.7277817 -6.0817129, 106.7010025 -6.0967338, 106.686583 -6.0974166, 106.6900162 -6.1076579, 106.6975693 -6.1131199, 106.6858963 -6.1267745, 106.6913895 -6.1356498, 106.6858963 -6.1465731, 106.6879563 -6.1588616, 106.6907028 -6.1656883, 106.6886429 -6.1738804, 106.719542 -6.1923119, 106.7257218 -6.2039167, 106.7181687 -6.2202994, 106.7415146 -6.227808, 106.7476944 -6.24419, 106.7470078 -6.2523808, 106.7545609 -6.2592063, 106.7525009 -6.2749048, 106.7648606 -6.2858252, 106.7792801 -6.3192675, 106.8081192 -6.3158551, 106.7998795 -6.3342817, 106.7991928 -6.3452008, 106.7916397 -6.348613, 106.793013 -6.3622615, 106.8088059 -6.3649912, 106.816359 -6.3547549, 106.8314652 -6.3561197, 106.8383316 -6.3492954, 106.835585 -6.3411062, 106.8520645 -6.3404237, 106.8575577 -6.3554373, 106.8726639 -6.3527076, 106.8754105 -6.3622615, 106.8877701 -6.3704504, 106.901503 -6.3684032, 106.9049362 -6.3608967, 106.9145493 -6.3643087, 106.9166092 -6.3465657, 106.9193558 -6.3213149, 106.9234757 -6.3028878, 106.913176 -6.2974279, 106.9049362 -6.2660318, 106.911116 -6.2544284, 106.9221024 -6.2516982, 106.9427017 -6.2544284, 106.9454483 -6.235999, 106.9481949 -6.2196168, 106.9605545 -6.2100603, 106.967421 -6.1970904, 106.9722275 -6.1670537, 106.9701676 -6.1213127, 106.9708542 -6.1035614, 106.9591812 -6.074885, 106.7573075 -6.0721538, 106.7277817 -6.0817129))",Kota DKI Jakarta,
